C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.2500  prec@K=0.0033  accepted=8  loss=0.7283  (1.5s)
Round    2/30  coverage=0.2500  prec@K=0.0008  accepted=2  loss=0.7285  (0.3s)
Round    3/30  coverage=0.2501  prec@K=0.0025  accepted=6  loss=0.7272  (0.3s)
Round    4/30  coverage=0.2501  prec@K=0.0012  accepted=3  loss=0.7261  (0.3s)
Round    5/30  coverage=0.2501  prec@K=0.0025  accepted=6  loss=0.7238  (0.4s)
Round    6/30  coverage=0.2501  prec@K=0.0008  accepted=2  loss=0.7221  (0.4s)
Round    7/30  coverage=0.2501  prec@K=0.0004  accepted=1  loss=0.7202  (0.5s)
Round    8/30  coverage=0.2501  prec@K=0.0008  accepted=2  loss=0.7177  (0.5s)
Round    9/30  coverage=0.2502  prec@K=0.0029  accepted=7  loss=0.7152  (0.5s)
Round   10/30  coverage=0.2502  prec@K=0.0000  accepted=0  loss=nan  (0.5s)
Round   11/30  coverage=0.2502  prec@K=0.0017  accepted=4  loss=0.7132  (1.7s)
Round   12/30  coverage=0.2502  prec@K=0.0000  accepted=0  loss=nan  (0.4s)
Round   13/30  coverage=0.2502  prec@K=0.0008  accepted=2  loss=0.7114  (0.5s)
Round   14/30  coverage=0.2502  prec@K=0.0012  accepted=3  loss=0.7092  (0.6s)
Round   15/30  coverage=0.2502  prec@K=0.0008  accepted=2  loss=0.7075  (0.6s)
Round   16/30  coverage=0.2502  prec@K=0.0017  accepted=4  loss=0.7056  (0.6s)
Round   17/30  coverage=0.2502  prec@K=0.0008  accepted=2  loss=0.7036  (0.6s)
Round   18/30  coverage=0.2503  prec@K=0.0017  accepted=4  loss=0.7020  (0.7s)
Round   19/30  coverage=0.2503  prec@K=0.0008  accepted=2  loss=0.7004  (0.8s)
Round   20/30  coverage=0.2503  prec@K=0.0013  accepted=3  loss=0.6991  (0.7s)
Round   21/30  coverage=0.2503  prec@K=0.0013  accepted=3  loss=0.6977  (1.8s)
Round   22/30  coverage=0.2503  prec@K=0.0008  accepted=2  loss=0.6965  (0.7s)
Round   23/30  coverage=0.2503  prec@K=0.0013  accepted=3  loss=0.6953  (0.7s)
Round   24/30  coverage=0.2503  prec@K=0.0017  accepted=4  loss=0.6947  (0.7s)
Round   25/30  coverage=0.2503  prec@K=0.0017  accepted=4  loss=0.6940  (0.8s)
Round   26/30  coverage=0.2503  prec@K=0.0000  accepted=0  loss=nan  (0.8s)
Round   27/30  coverage=0.2504  prec@K=0.0008  accepted=2  loss=0.6934  (0.8s)
Round   28/30  coverage=0.2504  prec@K=0.0017  accepted=4  loss=0.6930  (0.8s)
Round   29/30  coverage=0.2504  prec@K=0.0008  accepted=2  loss=0.6925  (0.8s)
Round   30/30  coverage=0.2504  prec@K=0.0017  accepted=4  loss=0.6922  (0.9s)

结果已写入 results\online\algo_sweep_sx_mathoverflow_v2_s0\sx_mathoverflow_node_emb/rounds.csv
