C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/500  coverage=0.2526  prec@K=0.0227  accepted=64  loss=nan  (0.1s)
Round   51/500  coverage=0.3323  prec@K=0.0016  accepted=5  loss=nan  (0.1s)
Round  101/500  coverage=0.3373  prec@K=0.0000  accepted=0  loss=nan  (0.1s)
Round  151/500  coverage=0.3402  prec@K=0.0003  accepted=1  loss=nan  (0.1s)
Round  201/500  coverage=0.3435  prec@K=0.0000  accepted=0  loss=nan  (0.1s)
Round  251/500  coverage=0.3444  prec@K=0.0000  accepted=0  loss=nan  (0.1s)
Round  301/500  coverage=0.3451  prec@K=0.0000  accepted=0  loss=nan  (0.2s)
Round  351/500  coverage=0.3461  prec@K=0.0003  accepted=1  loss=nan  (0.1s)
Round  401/500  coverage=0.3466  prec@K=0.0003  accepted=1  loss=nan  (0.2s)
Round  451/500  coverage=0.3473  prec@K=0.0003  accepted=1  loss=nan  (0.1s)

结果已写入 results\online\algo_sweep_init025_cd_hard0\bitcoin_alpha_jaccard/rounds.csv
