C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/500  coverage=0.3021  prec@K=0.0257  accepted=44  loss=nan  (0.2s)
Round   51/500  coverage=0.3593  prec@K=0.0028  accepted=5  loss=nan  (0.1s)
Round  101/500  coverage=0.3635  prec@K=0.0000  accepted=0  loss=nan  (0.1s)
Round  151/500  coverage=0.3669  prec@K=0.0028  accepted=5  loss=nan  (0.1s)
Round  201/500  coverage=0.3685  prec@K=0.0006  accepted=1  loss=nan  (0.1s)
Round  251/500  coverage=0.3705  prec@K=0.0022  accepted=4  loss=nan  (0.1s)
Round  301/500  coverage=0.3718  prec@K=0.0006  accepted=1  loss=nan  (0.1s)
Round  351/500  coverage=0.3724  prec@K=0.0000  accepted=0  loss=nan  (0.1s)
Round  401/500  coverage=0.3731  prec@K=0.0000  accepted=0  loss=nan  (0.1s)
Round  451/500  coverage=0.3738  prec@K=0.0000  accepted=0  loss=nan  (0.1s)

结果已写入 results\online\algo_sweep_init030\college_msg_cn/rounds.csv
