C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/500  coverage=0.2563  prec@K=0.0233  accepted=35  loss=0.6081  (0.4s)
Round   51/500  coverage=0.4276  prec@K=0.0006  accepted=1  loss=0.5438  (0.5s)
Round  101/500  coverage=0.4312  prec@K=0.0000  accepted=0  loss=0.4453  (0.5s)
Round  151/500  coverage=0.4338  prec@K=0.0000  accepted=0  loss=0.0315  (0.4s)
Round  201/500  coverage=0.4356  prec@K=0.0000  accepted=0  loss=0.0036  (0.4s)
Round  251/500  coverage=0.4365  prec@K=0.0000  accepted=0  loss=0.0017  (0.4s)
Round  301/500  coverage=0.4376  prec@K=0.0000  accepted=0  loss=0.0010  (0.5s)
Round  351/500  coverage=0.4379  prec@K=0.0000  accepted=0  loss=0.0009  (0.4s)
Round  401/500  coverage=0.4381  prec@K=0.0000  accepted=0  loss=0.0008  (0.4s)
Round  451/500  coverage=0.4385  prec@K=0.0000  accepted=0  loss=0.0008  (0.4s)

结果已写入 results\online\eps_sweep\dnc_email_eps00/rounds.csv
